Hospital Name,District,Address,Phone No,Mail-ID,Scheme,Speciality
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"V L Patil Super Speciality
Hospital",Kalaburagi,"Plot No 14 93 Kotnoor D
Tq Dist Kalaburagi
585102",9686040293,"vasanthlaxm
i48@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","NEONATAL AND
PAEDIATRICS,UROLOGY,PL
ASTIC & RECONSTRUCTIVE
SURGERY,COVID,RIRS
procedure"

"Shakuntala multispeciality
hospital",Bagalkote,"near railway station
bagalkot 587101","0835422030
3","shospital3@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,DEN
TAL AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,ORTHOPAEDICS,UROLO
GY,COVID,Accident Victims"

"Primary Health Centre
Dobaspet","Bengaluru
Rural",Dobaspet  Bangalore,9449194412,"phcdobaspet
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"V L Patil Super Speciality
Hospital",Kalaburagi,"Plot No 14 93 Kotnoor D
Tq Dist Kalaburagi
585102",9686040293,"vasanthlaxm
i48@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","NEONATAL AND
PAEDIATRICS,UROLOGY,PL
ASTIC & RECONSTRUCTIVE
SURGERY,COVID,RIRS
procedure"

"Shakuntala multispeciality
hospital",Bagalkote,"near railway station
bagalkot 587101","0835422030
3","shospital3@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,DEN
TAL AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,ORTHOPAEDICS,UROLO
GY,COVID,Accident Victims"

"OrthoCare Multispeciality
Hospital Rabkavi",Bagalkote,"Near Bramhanand Math
Yaragatti Road Rabkavi tq
Rabkavi Banhatti",9964871008,"othocarelabr
bk2013@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,ORTHO
PAEDICS,UROLOGY,COVID,T
KR and THR"

Pralaksha Hospital,Mysuru,"Praalaksha Hospital 275 1
Veda Arcade Hunsur main
road Hootgally Mysore","0821240155
5","pralakshaho
spitalmysor
e@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ORTHOPAE
DICS,COVID"

"Government Hospital
Karkala",Udupi,"Near Marigudi Sadananda
Kamath Road Karkala",9845141391,"govthospital
karkala@ya
hoo.com","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID,Camp
Doctor(L&T),Accident
Victims,Acid Attack Victims"

"OrthoCare Multispeciality
Hospital Rabkavi",Bagalkote,"Near Bramhanand Math
Yaragatti Road Rabkavi tq
Rabkavi Banhatti",9964871008,"othocarelabr
bk2013@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,ORTHO
PAEDICS,UROLOGY,COVID,T
KR and THR"

Pralaksha Hospital,Mysuru,"Praalaksha Hospital 275 1
Veda Arcade Hunsur main
road Hootgally Mysore","0821240155
5","pralakshaho
spitalmysor
e@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ORTHOPAE
DICS,COVID"

"Government Hospital
Karkala",Udupi,"Near Marigudi Sadananda
Kamath Road Karkala",9845141391,"govthospital
karkala@ya
hoo.com","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID,Camp
Doctor(L&T),Accident
Victims,Acid Attack Victims"

"Primary Health Centre
Kalkhora",Bidar,BASAVAKALYANA,9972545766,"phckalkhora
@gamil.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
venkatagiri",Koppal,"venkatgiri Gangavati
koppal",9743030848,"phcvenkatag
iri01@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Vasu Hospital,Bidar,"9 8 384 Near Mailoor
Cross BVB College Road",8792932111,"vasuhospital
123@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,CARDIOLOGY,CA
RDIOTHORACIC
SURGERY,CARDIOVASCULA
R SURGERY,GENERAL
MEDICINE,UROLOGY,COVID
,RIRS procedure"

MO PHC TERDAL,Bagalkote,"NEAR MAHAVEER
CIRCLE TERDAL
BAGALKOTE","0835025540
5","phcterdal20
14@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Shakuntala hospital,Haveri,Maruti Nagar Ranebennur,9900756562,"prakash_tan
di@hotmail.
com","Ayushman Bharat -
Arogya Karnataka","GENERAL SURGERY,ENT"

"Primary Health Centre
Kalkhora",Bidar,BASAVAKALYANA,9972545766,"phckalkhora
@gamil.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
venkatagiri",Koppal,"venkatgiri Gangavati
koppal",9743030848,"phcvenkatag
iri01@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Vasu Hospital,Bidar,"9 8 384 Near Mailoor
Cross BVB College Road",8792932111,"vasuhospital
123@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,CARDIOLOGY,CA
RDIOTHORACIC
SURGERY,CARDIOVASCULA
R SURGERY,GENERAL
MEDICINE,UROLOGY,COVID
,RIRS procedure"

MO PHC TERDAL,Bagalkote,"NEAR MAHAVEER
CIRCLE TERDAL
BAGALKOTE","0835025540
5","phcterdal20
14@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Shakuntala hospital,Haveri,Maruti Nagar Ranebennur,9900756562,"prakash_tan
di@hotmail.
com","Ayushman Bharat -
Arogya Karnataka","GENERAL SURGERY,ENT"

"M M JOSHI EYE
INSTITUTE",Dharwad,"PADMA NAYANALAY
GOKUL ROAD HOSUR
HUBLI","0836222843
1","tpammjoshi
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane,Rashtriya
Bal Swasthya
Karyakram",OPHTHALMOLOGY

"SSJMECT ASHIRWAD
NURSING AND
MATERNITY HOME",Belagavi,"ATHANI GOKAK MAIN
ROAD HARUGERI",9901793767,"drjambagils
@yahoo.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","NEONATAL AND
PAEDIATRICS"

"M M JOSHI EYE
INSTITUTE",Dharwad,"PADMA NAYANALAY
GOKUL ROAD HOSUR
HUBLI","0836222843
1","tpammjoshi
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane,Rashtriya
Bal Swasthya
Karyakram",OPHTHALMOLOGY

"SSJMECT ASHIRWAD
NURSING AND
MATERNITY HOME",Belagavi,"ATHANI GOKAK MAIN
ROAD HARUGERI",9901793767,"drjambagils
@yahoo.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","NEONATAL AND
PAEDIATRICS"

PM Santosha Hospital,Bengaluru,"1344 1 63 3  Himigepura
Ward No 193 Behind Bgs
Global Hospital  Next To
Galaxy Apts",9448375528,"pmsantosha
hospital@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,POLYTRAUMA,UROLOGY
,COVID,TKR and THR"

Santosh Hospital,Bengaluru,"Promenade Road
Bengaluru North",9008822462,"sh@santosh
healthcare.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,NEUROSURGER
Y,ORTHOPAEDICS,RADIATI
ON ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,PLAS
TIC & RECONSTRUCTIVE
SURGERY,COVID,TKR and
THR"

"Primary Health Centre
Agumbe",Shivamogga,"Agumbe Thirthalli
Shimoga",8277510564,"phcagumbe
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

PM Santosha Hospital,Bengaluru,"1344 1 63 3  Himigepura
Ward No 193 Behind Bgs
Global Hospital  Next To
Galaxy Apts",9448375528,"pmsantosha
hospital@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,POLYTRAUMA,UROLOGY
,COVID,TKR and THR"

Santosh Hospital,Bengaluru,"Promenade Road
Bengaluru North",9008822462,"sh@santosh
healthcare.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,NEUROSURGER
Y,ORTHOPAEDICS,RADIATI
ON ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,PLAS
TIC & RECONSTRUCTIVE
SURGERY,COVID,TKR and
THR"

"Primary Health Centre
Agumbe",Shivamogga,"Agumbe Thirthalli
Shimoga",8277510564,"phcagumbe
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Sagar Nursing Home and
Laser Center",Shivamogga,"Sagar Nursing Home and
Laser Center 1st Cross
Achutharao Layout Near
Jailcircal Shimoga 577201","0818222497
0","drpraisloor
@yahoo.co.i
n","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

PHC Alavandi,Koppal,Alavandi Koppal,9980507407,"phcalavandi
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"BGS Global Institute of
Medical Science and
Hospital",Bengaluru,"No 67 BGS health and
education city uttarahalli
main road kengeri
Bangalore",8026984812,"msbgsgimsg
h@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,POLY
TRAUMA,UROLOGY,PLASTI
C & RECONSTRUCTIVE
SURGERY,COVID,TKR and
THR,RIRS procedure"

"Sagar Nursing Home and
Laser Center",Shivamogga,"Sagar Nursing Home and
Laser Center 1st Cross
Achutharao Layout Near
Jailcircal Shimoga 577201","0818222497
0","drpraisloor
@yahoo.co.i
n","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

PHC Alavandi,Koppal,Alavandi Koppal,9980507407,"phcalavandi
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"BGS Global Institute of
Medical Science and
Hospital",Bengaluru,"No 67 BGS health and
education city uttarahalli
main road kengeri
Bangalore",8026984812,"msbgsgimsg
h@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,POLY
TRAUMA,UROLOGY,PLASTI
C & RECONSTRUCTIVE
SURGERY,COVID,TKR and
THR,RIRS procedure"

Sindhu Urology Hospital,Shivamogga,"R M R road Durgigudi
Above syndicate Bank",9243334524,"rajivuma5@
gmail.com","Ayushman Bharat -
Arogya Karnataka","UROLOGY,RIRS procedure"

"Primary Health center
Hedgapur",Bidar,Hedgapur,9535318695,"phchedgapu
r1@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health centre
Wadgoan",Bidar,Jamgi Road Wadgoan,9535318695,"phchedgapu
r1@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

BMS Hospital,Bengaluru,"Bull Temple Road
Basavanagudi
Bangalore 560004",9900013238,"gm@bmsho
spital.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL
MEDICINE,ORTHOPAEDICS,
COVID"

Nagappa Hadli Hospital,Bengaluru,"Sambhram College Road
MS Palya Vidyaranyapura
Bangalore",9964741909,"nagappahadl
ihospital@g
mail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,COVID"

Sindhu Urology Hospital,Shivamogga,"R M R road Durgigudi
Above syndicate Bank",9243334524,"rajivuma5@
gmail.com","Ayushman Bharat -
Arogya Karnataka","UROLOGY,RIRS procedure"

"Primary Health center
Hedgapur",Bidar,Hedgapur,9535318695,"phchedgapu
r1@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health centre
Wadgoan",Bidar,Jamgi Road Wadgoan,9535318695,"phchedgapu
r1@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

BMS Hospital,Bengaluru,"Bull Temple Road
Basavanagudi
Bangalore 560004",9900013238,"gm@bmsho
spital.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL
MEDICINE,ORTHOPAEDICS,
COVID"

Nagappa Hadli Hospital,Bengaluru,"Sambhram College Road
MS Palya Vidyaranyapura
Bangalore",9964741909,"nagappahadl
ihospital@g
mail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,COVID"

UPHC Gadag,Gadag,"MG Circle THO Office
Gadag",9448640865,"uphcgadag
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"PRIMARY HEALTH
CENTRE GODEKERE",Tumakuru,"CHIKKANAYAKANAH
ALLI",8277507178,"phc04gedek
ere@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primery Health Centre
Hulageri",Koppal,"At post Hulager taluka
Kustagi Dist Koppal",8277498551,"phchoolager
a@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

UPHC Gadag,Gadag,"MG Circle THO Office
Gadag",9448640865,"uphcgadag
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"PRIMARY HEALTH
CENTRE GODEKERE",Tumakuru,"CHIKKANAYAKANAH
ALLI",8277507178,"phc04gedek
ere@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primery Health Centre
Hulageri",Koppal,"At post Hulager taluka
Kustagi Dist Koppal",8277498551,"phchoolager
a@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Kottureshwara Hospital,Shivamogga,"6th Ward 100 Ft Road
Vinayaka Nagara
Shivamogga 577201",9449400000,"drkottureshh
v@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,UROLOGY,CO
VID"

"P H C GOVT Hospital
rood yallapur chikkerur",Haveri,"chikkrur maen rood ksrtc
busa stenda himbaga",8123551390,"phcchikkeru
r@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Sri Sai Ganga Nursing
Home",Tumakuru,"Jagajeevan Ram Nagara C
H Halli Taluk Tumkur
District",8861778896,"dr.vijay.hl@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY"

"Dr Huilgol City Hospital
Gadag",Gadag,"Dr Huilgol City Hospital
Hubli Road Gadag 582103","0837202380
74","drhuilgolcit
yhospital@g
mail.com","Ayushman Bharat -
Arogya Karnataka","NEONATAL AND
PAEDIATRICS"

Kottureshwara Hospital,Shivamogga,"6th Ward 100 Ft Road
Vinayaka Nagara
Shivamogga 577201",9449400000,"drkottureshh
v@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,UROLOGY,CO
VID"

"P H C GOVT Hospital
rood yallapur chikkerur",Haveri,"chikkrur maen rood ksrtc
busa stenda himbaga",8123551390,"phcchikkeru
r@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Sri Sai Ganga Nursing
Home",Tumakuru,"Jagajeevan Ram Nagara C
H Halli Taluk Tumkur
District",8861778896,"dr.vijay.hl@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY"

"Dr Huilgol City Hospital
Gadag",Gadag,"Dr Huilgol City Hospital
Hubli Road Gadag 582103","0837202380
74","drhuilgolcit
yhospital@g
mail.com","Ayushman Bharat -
Arogya Karnataka","NEONATAL AND
PAEDIATRICS"

"Urban Health Center
Marikuppam",Kolar,"Near sp office uhc
marikuppam",9480643360,"klrmarikupp
am@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"KRS Multispeciality
Hospital Pvt Ltd","Chikkamaga
luru","Basavanahalli Main Road
Chickmagalur","0826223349
9","krshealth79
@gmail.co
m,krshealth
care79@gm","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,CARDIOLO
GY,CARDIOTHORACIC
SURGERY,CARDIOVASCULA
R SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,COVI
D,TKR and THR"

"Urban Health Center
Marikuppam",Kolar,"Near sp office uhc
marikuppam",9480643360,"klrmarikupp
am@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"KRS Multispeciality
Hospital Pvt Ltd","Chikkamaga
luru","Basavanahalli Main Road
Chickmagalur","0826223349
9","krshealth79
@gmail.co
m,krshealth
care79@gm","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,CARDIOLO
GY,CARDIOTHORACIC
SURGERY,CARDIOVASCULA
R SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,COVI
D,TKR and THR"

"MANDYA
MULTISPECIALITY
HOSPITAL",Mandya,"ASHOK NAGARA 3RD
CROSS  MANDYA","0823240311
1","mmhospital
mandya@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,CAR
DIOLOGY,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,ORTHOPAEDICS,POLYTR
AUMA,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,SUR
GICAL
GASTROENTEROLOGY,PLAS
TIC & RECONSTRUCTIVE
SURGERY,COVID,TKR and
THR"

"Dr A V Baliga Memorial
Hospital",Udupi,"6th main v m nagar
Doddanagudde udupi",9242124621,"baligahospit
al@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","MENTAL DISORDERS
PACKAGES,OPHTHALMOLO
GY,COVID"

"MANDYA
MULTISPECIALITY
HOSPITAL",Mandya,"ASHOK NAGARA 3RD
CROSS  MANDYA","0823240311
1","mmhospital
mandya@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,CAR
DIOLOGY,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,ORTHOPAEDICS,POLYTR
AUMA,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,SUR
GICAL
GASTROENTEROLOGY,PLAS
TIC & RECONSTRUCTIVE
SURGERY,COVID,TKR and
THR"

"Dr A V Baliga Memorial
Hospital",Udupi,"6th main v m nagar
Doddanagudde udupi",9242124621,"baligahospit
al@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","MENTAL DISORDERS
PACKAGES,OPHTHALMOLO
GY,COVID"

"DANESHWARI MULTI
SPECIALITY HEALTH
CARE",Belagavi,"NEAR POST OFFICE
MANIK NAGAR
NIPPANI","0833822022
5","daneshwarih
ospital28@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OPHTHALMOLOG
Y,ORTHOPAEDICS,UROLOG
Y,COVID"

"Vaibhav orthopaedic And
Dental Care Hospital",Vijayapura,"Mukund Nagar Station
Road Near Madhuvan
Hotel","0835224443
6","info@vaibh
avhospital.c
om","Ayushman Bharat -
Arogya Karnataka",ORTHOPAEDICS

"DANESHWARI MULTI
SPECIALITY HEALTH
CARE",Belagavi,"NEAR POST OFFICE
MANIK NAGAR
NIPPANI","0833822022
5","daneshwarih
ospital28@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OPHTHALMOLOG
Y,ORTHOPAEDICS,UROLOG
Y,COVID"

"Vaibhav orthopaedic And
Dental Care Hospital",Vijayapura,"Mukund Nagar Station
Road Near Madhuvan
Hotel","0835224443
6","info@vaibh
avhospital.c
om","Ayushman Bharat -
Arogya Karnataka",ORTHOPAEDICS

"Shree Mallikarjuna Multi
Speciality Hospital",Koppal,"Near Lakshmi Temple
Julai Nagar Kampli Road",9008181837,"smmhgvt20
18@gmail.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","OBSTETRICS AND
GYNAECOLOGY,NEONATAL
AND
PAEDIATRICS,ORTHOPAEDI
CS,UROLOGY,COVID,TKR
and THR,RIRS procedure"

"Tejeswini Childran
Hospital",Koppal,"Vinayaka nagar
Kanakagiri Road
Gangavati",9448023967,"shailesh.mat
ti@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","NEONATAL AND
PAEDIATRICS"

SAI NETRALAYA,"Uttara
Kannada","BASAVESHWARA
COMPLEX
BASAVESHWARA
CIRCLE  BUS STAND
ROAD YELLAPUR U K
DISTRICT","0841926162
2","sainetralaya
1@gmail.co
m","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

PHC batageri,Koppal,Near Alwandi Road,8277498518,"mobetageri
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Phc kavlur,Koppal,Bannikoppa Road kavlur,8277498511,"amophckavl
ur@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Shree Mallikarjuna Multi
Speciality Hospital",Koppal,"Near Lakshmi Temple
Julai Nagar Kampli Road",9008181837,"smmhgvt20
18@gmail.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","OBSTETRICS AND
GYNAECOLOGY,NEONATAL
AND
PAEDIATRICS,ORTHOPAEDI
CS,UROLOGY,COVID,TKR
and THR,RIRS procedure"

"Tejeswini Childran
Hospital",Koppal,"Vinayaka nagar
Kanakagiri Road
Gangavati",9448023967,"shailesh.mat
ti@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","NEONATAL AND
PAEDIATRICS"

SAI NETRALAYA,"Uttara
Kannada","BASAVESHWARA
COMPLEX
BASAVESHWARA
CIRCLE  BUS STAND
ROAD YELLAPUR U K
DISTRICT","0841926162
2","sainetralaya
1@gmail.co
m","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

PHC batageri,Koppal,Near Alwandi Road,8277498518,"mobetageri
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Phc kavlur,Koppal,Bannikoppa Road kavlur,8277498511,"amophckavl
ur@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"DR G R BHAT
HOSPITAL TALIKOT",Vijayapura,"Dr G R BHAT M G Road
Opp Town Municipal
Corporation Talikote",9972636472,"anandbht@y
ahoo.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,NEONATAL AND
PAEDIATRICS"

Aveksha Hospital,Bengaluru,"122 Varadarajaswamy
Layout MS Palya
Singapura Bengaluru",9740291389,"ujjvala@ave
kshahospital
.com","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","GENERAL
MEDICINE,ORTHOPAEDICS,
COVID"

Yashodha hospital,Koppal,busstand road gangavathi,9480089042,"sryashodhah
ospital@gm
ail.com","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,COVID"

"Amar Hospital Child
Care Clinic",Koppal,"July Nagar Bus Stand
